abstracts
"Recently, two‐dimensional (2D) structure on three‐dimensional (3D) perovskites (graded 2D/3D) has been reported to be effective in significantly improving both efficiency and stability. However, the electrical properties of the 2D structure as a passivation layer on the 3D perovskite thin film and resistance to the penetration of moisture may vary depending on the length of the alkyl chain. In addition, the surface defects of the 2D itself on the 3D layer may also be affected by the correlation between the 2D structure and the hole conductive material. Therefore, systematic interfacial study with the alkyl chain length of long‐chained alkylammonium iodide forming a 2D structure is necessary. Herein, the 2D interfacial layers formed are compared with butylammonium iodide (BAI), octylammonium iodide (OAI), and dodecylammonium iodide (DAI) iodide on a 3D (FAPbI3)0. 95(MAPbBr3)0. 05 perovskite thin film in terms of the PCE and humidity stability. As the length of the alkyl chain increased from BA to OA to DA, the electron‐blocking ability and humidity resistance increase significantly, but the difference between OA and DA is not large. The PSC post‐treated with OAI has slightly higher PCE than those treated with BAI and DAI, achieving a certified stabilized efficiency of 22. 9%. "
"An electron‐transport layer (ETL) with appropriate energy alignment and enhanced charge transfer is critical for perovskite solar cells (PSCs). However, interfacial energy level mismatch limits the electrical performance of PSCs, particularly the open‐circuit voltage (VOC). Herein, a simple low‐temperature‐processed In2O3/SnO2 bilayer ETL is developed and used for fabricating a new PSC device. The presence of In2O3 results in uniform, compact, and low‐trap‐density perovskite films. Moreover, the conduction band of In2O3 is shallower than that of Sn‐doped In2O3 (ITO), enhancing the charge transfer from perovskite to ETL, thus minimizing VOC loss at the perovskite and ETL interface. A planar PSC with a power conversion efficiency of 23. 24% (certified efficiency of 22. 54%) is obtained. A high VOC of 1. 17 V is achieved with the potential loss at only 0. 36 V. In contrast, devices based on single SnO2 layers achieve 21. 42% efficiency with a VOC of 1. 13 V. In addition, the new device maintains 97. 5% initial efficiency after 80 d in N2 without encapsulation and retains 91% of its initial efficiency after 180 h under 1 sun continuous illumination. The results demonstrate and pave the way for the development of efficient photovoltaic devices. "
"Improving the quality of perovskite poly‐crystalline film is essential for the performance of associated solar cells approaching their theoretical limit efficiency. Pinholes, unwanted defects, and nonperovskite phase can be easily generated during film formation, hampering device performance and stability. Here, a simple method is introduced to prepare perovskite film with excellent optoelectronic property by using acetic acid (Ac) as an antisolvent to control perovskite crystallization. Results from a variety of characterizations suggest that the small amount of Ac not only reduces the perovskite film roughness and residual PbI2 but also generates a passivation effect from the electron‐rich carbonyl group (CO) in Ac. The best devices produce a PCE of 22. 0% for Cs0. 05FA0. 80MA0. 15Pb(I0. 85Br0. 15)3 and 23. 0% for Cs0. 05FA0. 90MA0. 05Pb(I0. 95Br0. 05)3 on 0. 159 cm2 with negligible hysteresis. This further improves device stability producing a cell that maintained 96% of its initial efficiency after 2400 h storage in ambient environment (with controlled relative humidity (RH) &lt;30%) without any encapsulation. "
"Solvents employed for perovskite film fabrication not only play important roles in dissolving the precursors but also participate in crystallization process. High boiling point aprotic solvents with O-donor ligands have been extensively studied, but the formation of a highly uniform halide perovskite film still requires the participation of additives or an additional step to accelerate the nucleation rate. The volatile aliphatic methylamine with both coordinating ligands and hydrogen protons as solvent or post-healing gas facilitates the process of methylamine-based perovskite films with high crystallinity, few defects, and easy large-scale fabrication as well. However, the attempt in formamidinium-containing perovskites is challenged heretofore. Here, we reveal that the degradation of formamidinium-containing perovskites in aliphatic amines environment results from the transimination reaction of formamidinium cation and aliphatic amines along with the formation of ammonia. Based on this mechanism, ammonia is selected as a post-healing gas for a highly uniform, compact formamidinium-based perovskite films. In particular, low temperature is proved to be crucial to enable formamidinium-based perovskite materials to absorb enough ammonia molecules and form a liquid intermediate state which is the key to eliminating voids in raw films. As a result, the champion perovskite solar cell based on ammonia post-healing achieves a power conversion efficiency of 23. 21% with excellent reproducibility. Especially the module power conversion efficiency with 14 cm2 active area is over 20%. This ammonia post-healing treatment potentially makes it easier to upscale fabrication of highly efficient formamidinium-based devices. "
"Intrinsically, detrimental defects accumulating at the surface and grain boundaries limit both the performance and stability of perovskite solar cells. Small molecules and bulkier polymers with functional groups are utilized to passivate these ionic defects but usually suffer from volatility and precipitation issues, respectively. Here, starting from the addition of small monomers in the PbI2 precursor, a polymerization‐assisted grain growth strategy is introduced in the sequential deposition method. With a polymerization process triggered during the PbI2 film annealing, the bulkier polymers formed will be adhered to the grain boundaries, retaining the previously established interactions with PbI2. After perovskite formation, the polymers anchored on the boundaries can effectively passivate undercoordinated lead ions and reduce the defect density. As a result, a champion power conversion efficiency (PCE) of 23. 0% is obtained, together with a prolonged lifetime where 85. 7% and 91. 8% of the initial PCE remain after 504 h continuous illumination and 2208 h shelf storage, respectively. "
"A small molecule/polymer transport composite was proposed for stable, efficient perovskite solar cells (PSCs). Planar n-i-p PSCs prepared via a low temperature process achieved a stable efficiency of ∼22. 9%, and retained ∼92% of the original stabilized efficiency for 560 h. "
"Unproductive charge recombination at surface defects can limit the efficiency of hybrid perovskite solar cells, but these defects can be passivated by the binding of small molecules. Wang et al. studied three such small molecules—theophylline, caffeine, and theobromine—that bear both carbonyl and amino groups. For theophylline, hydrogen bonding of the amino hydrogen to surface iodide optimized the carbonyl interaction with a lead antisite defect and improved the efficiency of a perovskite cell from 21 to 22. 6%. "
"Anchoring monolayer bilateral amines on perovskite passivates surface defects, reinforces grain boundaries, and enhances stability. "
"Defect‐mediated carrier recombination at the interfaces between perovskite and neighboring charge transport layers limits the efficiency of most state‐of‐the‐art perovskite solar cells. Passivation of interfacial defects is thus essential for attaining cell efficiencies close to the theoretical limit. In this work, a novel double‐sided passivation of 3D perovskite films is demonstrated with thin surface layers of bulky organic cation–based halide compound forming 2D layered perovskite. Highly efficient (22. 77%) mixed‐dimensional perovskite devices with a remarkable open‐circuit voltage of 1. 2 V are reported for a perovskite film having an optical bandgap of ≈1. 6 eV. Using a combination of experimental and numerical analyses, it is shown that the double‐sided surface layers provide effective defect passivation at both the electron and hole transport layer interfaces, suppressing surface recombination on both sides of the active layer. Despite the semi‐insulating nature of the passivation layers, an increase in the fill factor of optimized cells is observed. The efficient carrier extraction is explained by incomplete surface coverage of the 2D perovskite layer, allowing charge transport through localized unpassivated regions, similar to tunnel‐oxide passivation layers used in silicon photovoltaics. Optimization of the defect passivation properties of these films has the potential to further increase cell efficiencies. "
Newly developed passivation strategy results in unprecedented perovskite optoelectronic device performances. 
"Deep-level defects in organic-inorganic perovskites decrease the performance of solar cells through unproductive recombination of charge carriers. Yang et al.  show that introducing additional triiodide ions during the formation of layers of formamidinium lead iodide, which also contain small amounts of methylammonium lead bromide, suppresses the formation of deep-level defects. This process boosts the certified efficiency of 1-cm 2 solar cells to almost 20%. "
"Slot‐die coating holds advantages over other large‐scale technologies thanks to its potential for well‐controlled, high‐throughput, continuous roll‐to‐roll fabrication. Unfortunately, it is challenging to control thin. film uniformity over a large area while maintaining crystallization quality. Herein, by using a high‐pressure nitrogen‐extraction (HPNE) strategy to assist crystallization, a wide processing window in the well‐controlled printing process for preparing high‐quality perovskites is achieved. The yellow‐phase perovskite generated by the HPNE acts as a crucial intermediate phase to produce large‐area high‐quality perovskite film. Furthermore, an ionic liquid is developed to passivate the perovskite surface to reduce surface defect density and to suppress carrier recombination, resulting in significantly increased efficiency to 22. 7%, the highest for large‐area fabrication. The strategies are successfully extended to large‐area device fabrication, making it possible to produce a 40 × 40 mm2 module with stabilized PCE as high as 19. 4%, the highest‐efficiency for a large‐area module to date. "
"Control over morphology and crystallinity of metal halide perovskite films is of key importance to enable high-performance optoelectronics. However, this remains particularly challenging for solution-printed devices due to the complex crystallization kinetics of semiconductor materials within dynamic flow of inks. Here we report a simple yet effective meniscus-assisted solution printing (MASP) strategy to yield large-grained dense perovskite film with good crystallization and preferred orientation. Intriguingly, the outward convective flow triggered by fast solvent evaporation at the edge of the meniscus ink imparts the transport of perovskite solutes, thus facilitating the growth of micrometre-scale perovskite grains. The growth kinetics of perovskite crystals is scrutinized by in situ optical microscopy tracking to understand the crystallization mechanism. The perovskite films produced by MASP exhibit excellent optoelectronic properties with efficiencies approaching 20% in planar perovskite solar cells. This robust MASP strategy may in principle be easily extended to craft other solution-printed perovskite-based optoelectronics. "
"Organic p‐type semiconductors with tunable structures offer great opportunities for hybrid perovskite solar cells (PVSCs). We report herein two dithieno[3, 2‐b:2′, 3′‐d]pyrrole (DTP) cored molecular semiconductors prepared through π‐conjugation extension and an N‐alkylation strategy. The as‐prepared conjugated molecules exhibit a highest occupied molecular orbital (HOMO) level of −4. 82 eV and a hole mobility up to 2. 16×10−4 cm2 V−1 s−1. Together with excellent film‐forming and over 99 % photoluminescence quenching efficiency on perovskite, the DTP based semiconductors work efficiently as hole‐transporting materials (HTMs) for n‐i‐p structured PVSCs. Their dopant‐free MA0. 7FA0. 3PbI2. 85Br0. 15 devices exhibit a power conversion efficiency over 20 %, representing one of the highest values for un‐doped molecular HTMs based PVSCs. This work demonstrates the great potential of using a DTP core in designing efficient semiconductors for dopant‐free PVSCs. "
"An ideal crystal quality in the grain interior of perovskite polycrystalline films is well recognized; therefore, understanding interfacial impact and the ways to limit interfacial recombination is critical to fabricating highly efficient solar cells. In perovskite solar cells, PbI2 has been used to passivate defects at grain boundaries, yet a systematic PbI2 passivation engineering to boost the high‐performance perovskite solar cells has not been fully explored. Here, a novel device structure comprised of double‐side‐passivated perovskite solar cells (DSPC) is devised through intentionally distributing PbI2 to both the front/rear‐side surfaces and grain boundaries of the formamidinium‐lead‐iodide‐based (FAPbI3‐based) perovskite film. The minority carrier lifetime in double‐side‐passivated perovskite is extended to 1. 1 μs with single‐exponential decay using time‐resolved photoluminescence. This result indicates a generic passivation effect of PbI2 on perovskite interfaces, resembling SiO2 passivation in silicon solar cells. Correspondingly, the best photovoltaic device with TiO2‐based planar structure presents a stabilized efficiency of 22%. Moreover, DSPC effectively boosts the limits of open circuit voltages toward a record potential loss of 0. 38 V for 1. 53 eV‐bandgap perovskites. The architecture of double‐side‐passivated perovskite opens up new opportunities to exceed the efficiency of state‐of‐the‐art perovskite solar cells. "
"An efficient electron transport layer (ETL) plays a key role in promoting carrier separation and electron extraction in planar perovskite solar cells (PSCs). An effective composite ETL is fabricated using carboxylic‐acid‐ and hydroxyl‐rich red‐carbon quantum dots (RCQs) to dope low‐temperature solution‐processed SnO2, which dramatically increases its electron mobility by ≈20 times from 9. 32 × 10−4 to 1. 73 × 10−2 cm2 V−1 s−1. The mobility achieved is one of the highest reported electron mobilities for modified SnO2. Fabricated planar PSCs based on this novel SnO2 ETL demonstrate an outstanding improvement in efficiency from 19. 15% for PSCs without RCQs up to 22. 77% and have enhanced long‐term stability against humidity, preserving over 95% of the initial efficiency after 1000 h under 40–60% humidity at 25 °C. These significant achievements are solely attributed to the excellent electron mobility of the novel ETL, which is also proven to help the passivation of traps/defects at the ETL/perovskite interface and to promote the formation of highly crystallized perovskite, with an enhanced phase purity and uniformity over a large area. These results demonstrate that inexpensive RCQs are simple but excellent additives for producing efficient ETLs in stable high‐performance PSCs as well as other perovskite‐based optoelectronics. "
"Almost all highly efficient perovskite solar cells (PVSCs) with power conversion efficiencies (PCEs) of greater than 22% currently contain the thermally unstable methylammonium (MA) molecule. MA‐free perovskites are an intrinsically more stable optoelectronic material for use in solar cells but compromise the performance of PVSCs with relatively large energy loss. Here, the open‐circuit voltage (Voc) deficit is circumvented by the incorporation of β‐guanidinopropionic acid (β‐GUA) molecules into an MA‐free bulk perovskite, which facilitates the formation of quasi‐2D structure with face‐on orientation. The 2D/3D hybrid perovskites embed at the grain boundaries of the 3D bulk perovskites and are distributed through half the thickness of the film, which effectively passivates defects and minimizes energy loss of the PVSCs through reduced charge recombination rates and enhanced charge extraction efficiencies. A PCE of 22. 2% (certified efficiency of 21. 5%) is achieved and the operational stability of the MA‐free PVSCs is improved. "
"Microscopic design and morphological engineering of the semiconducting metal oxide as electron‐transporting layers (ETLs) is of vital importance for optical enhancement, photonic structuring, and charge collection optimization within optoelectronic devices. Herein, nanowire‐coated, branched macroporous titania (BMT) thin films are reported as a new type of ETL prepared by using silica spheres as a sacrificial template, followed by a sol–gel and subsequent alkaline‐assisted etching process. The BMT films feature 3D hierarchical structures and interconnected networks with tunable pore sizes, branch densities, and film thicknesses. The titania films are employed as ETLs in perovskite solar cells (PSCs), resulting in remarkable power conversion efficiencies (PCEs) of 20. 1%; a noticeable 16% increase compared with titania nanowire (TNW) ETL‐based counterparts (PCE = 17. 3%). The superior device performance of the BMT‐based PSCs can be attributed to the maximized light harvesting and charge collection capabilities. These beneficial properties are derived from the effective infiltration of the perovskite precursor into the titania macropores, efficient light confinement within the macropore structure, and the textured perovskite capping layer, as well as enhanced charge transport and reduced charge recombination through the BMT architecture. This work demonstrates a simple and effective approach for constructing branched macroporous metal‐oxide photoelectrodes toward high‐performance photovoltaic devices. "
"Inverted perovskite solar cells (PSCs) with low‐temperature processed hole transporting materials (HTMs) suffer from poor performance due to the inferior hole‐extraction capability at the HTM/perovskite interfaces. Here, molecules with controlled electron affinity enable a HTM with conductivity improved by more than ten times and a decreased energy gap between the Fermi level and the valence band from 0. 60 to 0. 24 eV, leading to the enhancement of hole‐extraction capacity by five times. As a result, the 3, 6‐difluoro‐2, 5, 7, 7, 8, 8‐hexacyanoquinodimethane molecules are used for the first time enhancing open‐circuit voltage (Voc) and fill factor (FF) of the PSCs, which enable rigid‐and flexible‐based inverted perovskite devices achieving highest power conversion efficiencies of 22. 13% and 20. 01%, respectively. This new method significantly enhances the Voc and FF of the PSCs, which can be widely combined with HTMs based on not only NiOx but also PTAA, PEDOTT:PSS, and CuSCN, providing a new way of realizing efficient inverted PSCs. "
High performing planar-type perovskite solar cells and mini-modules are fabricated by incorporating passivated tin oxide based on non-colloidal acetylacetonate precursors. 
"Rapid processing technologies of perovskite solar cells (PSCs) offer an exciting approach to raise the rate of production. Herein, a rapid microwave‐annealing process (MAP) is reported to replace the traditional hotplate annealing process (HAP) and the processing period of perovskite is reduced to less than 1 min. Benefiting from the penetrability and simultaneity of microwave irradiation, the MAP method can effectively eliminate miscellaneous phases and thus achieve &gt;1 µm large‐size crystal grains in perovskite films. These MAP treated perovskite films exhibit pure crystalline phase, long charge‐carrier lifetime, and low defect density, which can substantially improve the PSC efficiency without requiring an additional enhancer/passivation layer. The inverted planar PSCs present enhanced power conversion efficiency from 18. 33% (HAP) to 21. 59% (MAP) and good stability of &gt;1000 h lifetime without encapsulation under ambient conditions. In addition, MAP can be applied to a large‐size (10 cm × 10 cm) perovskite film fabrication as well as a broader tolerance in environmental temperature and precursor concentration, making it a reliable method for repeatably practical fabrication of perovskite photovoltaics. "
Ultrahydrophobic 2D layer renders 22% perovskite solar cells moisture resistant. 
"The energy level alignment of the perovskite and hole transporting materials (HTMs) is essential for increasing the open‐circuit voltage (Voc) and enhancing the performance of perovskite solar cells (PSCs). In this work, new sequentially fluorinated poly(triarylamine) polymers (PTAA, 1F‐PTAA, and 2F‐PTAA) with tuned highest occupied molecular orbital (HOMO) energy levels are developed and applied as HTMs into PSCs. The fluorination approach successfully leads to stepwise downshifting of the HOMO levels of PTAA derivatives, resulting in an obvious increase in the Voc and power conversion efficiency (PCE) of the PSCs. In particular, introduction of 1F‐PTAA polymer in (FAPbI3)0. 85(MAPbBr3)0. 15‐based mesoporous n‐i‐p structure PSCs achieves the high stabilized PCE of 21. 2% at the maximum power point with improved Voc of 1. 14 V. To elucidate the importance of the optimized degree of fluorination of PTAA polymers on the photovoltaic performances, the optical, electrical, photophysical properties, and doping behaviors of the fluorinated PTAA derivatives are investigated. "
"SnO2-modified TiO2 films fabricated at low temperatures toward stable, high-efficiency and less-hysteresis planar perovskite solar modules. "
"Interfacial engineering, grain boundary, and surface passivation in organic–inorganic hybrid perovskite solar cells (HyPSCs) are effective in achieving high performance and enhanced durability. Organic additives and inorganic doping are generally used to chemically modify the surface contacting charge transport layers, and/or grain boundaries so as to reduce the defect density. Here, a simple but tricky one‐step method to dope organic–inorganic hybrid perovskite with Ge for the first time is reported. Unlike Ge doping to all‐inorganic perovskites, application of GeI2 in organic–inorganic perovskite precursors is challenging due to the extremely poor solubility of GeI2 in hybrid perovskite ink, leading to failure in the formation of uniform films. However, it is found that addition of methylammonium chloride (MACl) into the precursor remarkably increases the solubility of GeI2. This MACl‐assisted Ge doping of hybrid perovskites produces high‐quality crystalline film with its surface passivated with nonvolatile GeI2 (GeO2) and the volatile MACl additive also improves the uniformity of GeO2 distribution in the perovskite films. The resulting Ge‐doped mixed cation and mixed halide perovskite films with composition FA0. 83MA0. 17Ge0. 03Pb0. 97(I0. 9Br0. 1)3 show superior photoluminescence lifetime, power conversion efficiency above 22%, and greater stability toward illumination and humidity, outperforming photovoltaic properties of HyPSCs prepared without the Ge doping. "
"A facile acetic acid modification is introduced to passivate the defects at the SnO2/perovskite interface, thus improving the device performance. "
"A simple coalloying strategy is applied to improve the efficiency and stability of FA0. 85MA0. 15PbI3 perovskite solar cells (PSCs) by using cesium acetate (CsAc) as an additive. It is found that the simultaneous incorporation of cation (Cs+) and anion (Ac−) into the FA0. 85MA0. 15PbI3 film is an effective approach to realize lattice contraction, grain size enlargement, photoelectric properties improvement, band structure modulation, and therefore the optimization of the efficiency and stability of PSCs. At optimal CsAc alloying, the FA0. 85MA0. 15PbI3 PSCs achieve a maximum power conversion efficiency (PCE) of 21. 95% and an average of over 21%. In addition, the alloyed PSCs retain 97% of their initial PCE values after aging for 55 days in air without encapsulation. "
"Non-radiative recombination losses are reduced drastically by addition of adamantylammonium iodide (ADAHI) into the hole transporting layer (HTL) in a perovskite solar cell, resulting in high efficiency (∼22%), increased Voc up to 1245 mV, and enhanced electro-luminescence EQE to 2. 5%. "
"Organic–inorganic hybrid perovskite solar cells (PSCs) have seen a rapid rise in power conversion efficiencies in recent years; however, they still suffer from interfacial recombination and charge extraction losses at interfaces between the perovskite absorber and the charge–transport layers. Here, in situ back‐contact passivation (BCP) that reduces interfacial and extraction losses between the perovskite absorber and the hole transport layer (HTL) is reported. A thin layer of nondoped semiconducting polymer at the perovskite/HTL interface is introduced and it is shown that the use of the semiconductor polymer permits—in contrast with previously studied insulator‐based passivants—the use of a relatively thick passivating layer. It is shown that a flat‐band alignment between the perovskite and polymer passivation layers achieves a high photovoltage and fill factor: the resultant BCP enables a photovoltage of 1. 15 V and a fill factor of 83% in 1. 53 eV bandgap PSCs, leading to an efficiency of 21. 6% in planar solar cells. "
"By an FAAc additive-engineering strategy, a high PCE of 21. 9% with an ultrahigh VOC of up to 1. 19 V was achieved. "
"Currently, blade‐coated perovskite solar cells (PSCs) with high power conversion efficiencies (PCEs), that is, greater than 20%, normally employ methylammonium lead tri‐iodide with a sub‐optimal bandgap. Alloyed perovskites with formamidinium (FA) cation have narrower bandgap and thus enhance device photocurrent. However, FA‐alloyed perovskites show low phase stability and high moisture sensitivity. Here, it is reported that incorporating 0. 83 molar percent organic halide salts (OHs) into perovskite inks enables phase‐pure, highly crystalline FA‐alloyed perovskites with extraordinary optoelectronic properties. The OH molecules modulate the crystal growth, enhance the phase stability, passivate ionic defects at the surface and/or grain boundaries, and enhance the moisture stability of the perovskite film. A high efficiency of 22. 0% under 1 sun illumination for blade‐coated PSCs is demonstrated with an open‐circuit voltage of 1. 18 V, corresponding to a very small voltage deficit of 0. 33 V, and significantly improved operational stability with 96% of the initial efficiency retained under one sun illumination for 500 h. "
"The high conversion efficiency has made metal halide perovskite solar cells a real breakthrough in thin film photovoltaic technology in recent years. Here, we introduce a straightforward strategy to reduce the level of electronic defects present at the interface between the perovskite film and the hole transport layer by treating the perovskite surface with different types of ammonium salts, namely ethylammonium, imidazolium and guanidinium iodide. We use a triple cation perovskite formulation containing primarily formamidinium and small amounts of cesium and methylammonium. We find that this treatment boosts the power conversion efficiency from 20. 5% for the control to 22. 3%, 22. 1%, and 21. 0% for the devices treated with ethylammonium, imidazolium and guanidinium iodide, respectively. Best performing devices showed a loss in efficiency of only 5% under full sunlight intensity with maximum power tracking for 550 h. We apply 2D- solid-state NMR to unravel the atomic-level mechanism of this passivation effect. "
"Mixed‐halide perovskite has an irreplaceable role as wide‐bandgap absorber in multi‐junction tandem solar cells. However, large open‐circuit voltage (Voc) loss due to non‐uniform halide distribution and compromised device stability due to photo‐induced halide segregation has significantly limited the applications. Here, it is introduced 4‐(2‐aminoethyl)‐benzenesulfonyl fluoride hydrochloride (ABF) with multifunctional groups (sulfonyl, ammonium, and fluoride) to the mixed‐halide precursor to demonstrate a downward homogenized crystallization strategy for suppressing the initial vertical halide phase separation during perovskite crystallization and reducing Voc loss. Furthermore, fluoride with strong electronegativity effectively fixes anions and cations, while sulfonyl and ammonium are used to passivate positive charged (halide vacancies) and negative charged (FA/MA vacancies) defects, respectively, thereby reducing the generation of ion vacancies that lead to subsequent photo‐induced halide segregation. As a result, the 1. 63 and 1. 68 eV wide‐bandgap perovskite solar cells with inverted structures exhibit the champion power conversion efficiency (PCE) of 21. 76% and 20. 11% with Voc of 1. 18 and 1. 21 V, respectively. Most importantly, the optimized devices without encapsulation preserve 86% of initial efficiency after 240 h of continuous illumination under AM 1. 5G, showing excellent light stability. Thus, the homogenized crystallization strategy provides highly efficient performance and stability for future tandem solar cell applications. "
"Nickel oxide (NiOx) has exhibited great potential as a hole transport layer (HTL) for fabricating efficient and stable perovskite solar cells (PSCs). However, it has been greatly limited by its fabrication and manipulation process. In this work, a simple processing method on an ultrathin electrochemical mesoporous NiOx film manipulated by controllable ultraviolet/ozone (UVO) treatmentis employed; the duration of UVO treatment on the NiOx film significantly affects the photovoltaic properties of the PSCs. When the exposure duration increases, the wettability, electrical conductivity, nonstoichiometry, and valence band energy of the NiOx film are improved with varying degrees. Besides, the perovskite grain size, recombination resistance at the perovskite/NiOx interface, and build‐in potential of the device also increase, resulting in higher short‐circuit current density (JSC) and open‐circuit voltage (VOC). Combining these factors together, an optimal exposure time of UVO treatment on the NiOx film has been achieved at 5 min, which results in a significantly high performance with an efficiency of 19. 67%, large VOC (&gt;1. 1 V), and JSC (&gt;23 mA cm−2). Furthermore, the experimental results are coincide well with simulation results on the different corresponding subjects. Hopefully, this work could facilitate material manipulation toward scalable, high efficiency, and stable solar cells. "
